ID,MakeText,ModelText,ModelTypeText,TypeName,TypeNameFull,ConsumptionRatingText,FirstRegYear,Doors,InteriorColorText,Co2EmissionText,FirstRegMonth,Seats,ConsumptionTotalText,Ccm,ConditionTypeText,Properties,BodyColorText,DriveTypeText,TransmissionTypeText,Km,Hp,BodyTypeText,FuelTypeText,City
494.0,AUDI,A8,A8 4.2 quattro,A8 4.2 quattro,AUDI A8 4.2 quattro,null,1999,4,schwarz,322 g/km,1,5,13.5 l/100km,4172,Occasion,"""Ab MFK""",rot,Allrad,Automat,69900,300,Limousine,Benzin,Zuzwil
495.0,FERRARI,F430,F430,F430,FERRARI F430,G,2006,2,rot,420 g/km,3,2,18.3 l/100km,4308,Occasion,"""Ab MFK""",rot,Hinterradantrieb,Automatik-Getriebe,4400,486,Coupé,Benzin,Zuzwil
496.0,DODGE,,B 200,B 200,DODGE B 200,null,1979,0,mehrfarbig,null,7,7,null,5893,Occasion,"""Ab MFK""",rot,Hinterradantrieb,Automat,13800,0,Kompaktvan / Minivan,Benzin,Zuzwil
497.0,AUDI,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,G,2010,5,null,333 g/km,9,5,14.0 l/100km,4991,Occasion,"""Ab MFK""",rot,Allrad,Automat,38000,580,Kombi,Benzin,Zuzwil
498.0,BMW,M3,M3,M3,BMW M3,G,2001,2,schwarz,323 g/km,9,5,13.4 l/100km,3246,Occasion,"""Ab MFK""",rot,Hinterradantrieb,Schaltgetriebe manuell,127800,343,Coupé,Benzin,Zuzwil
499.0,AUDI,A6,A6 Avant 2.7 T Ambition,A6 Avant 2.7 T Ambition,AUDI A6 Avant 2.7 T Ambition,null,2000,5,schwarz,254 g/km,9,5,10.6 l/100km,2671,Occasion,"""Ab MFK"", ""Tuning""",rot,Vorderradantrieb,Schaltgetriebe manuell,45000,230,Kombi,Benzin,Zuzwil
5.0,PORSCHE,CAYENNE,Cayenne Turbo Techart Magnum Kit,Cayenne Turbo Techart Magnum Kit,PORSCHE Cayenne Turbo Techart Magnum Kit,G,2010,5,schwarz,270 g/km,1,5,11.5 l/100km,4806,Occasion,"""Ab MFK""",anthrazit,Allrad,Automat sequentiell,2900,500,SUV / Geländewagen,Benzin,Zuzwil
50.0,AUDI,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,G,2003,5,schwarz,350 g/km,5,5,14.6 l/100km,4172,Occasion,"""Ab MFK""",blau,Allrad,Automat sequentiell,43400,450,Kombi,Benzin,Zuzwil
500.0,JAGUAR,S-TYPE,S-Type 4.0 V8,S-Type 4.0 V8,JAGUAR S-Type 4.0 V8,G,2000,4,beige,299 g/km,1,5,12.5 l/100km,3996,Occasion,"""Ab MFK""",rot,Hinterradantrieb,Automat,44200,276,Limousine,Benzin,Zuzwil
501.0,PORSCHE,911,911 Turbo S,911 Turbo S,PORSCHE 911 Turbo S,G,2015,2,schwarz,227 g/km,1,4,9.7 l/100km,3800,Neu,"""Ab MFK""",rot mét.,Allrad,Automatisiertes Schaltgetriebe,100,560,Coupé,Benzin,Zuzwil
502.0,TOYOTA,,1000 / Publica,1000 / Publica,TOYOTA 1000 / Publica,null,1977,2,mehrfarbig,null,5,5,null,993,Occasion,"""Ab MFK""",rot mét.,Hinterradantrieb,Schaltgetriebe manuell,78000,47,Limousine,Benzin,Zuzwil
503.0,AUDI,A8,A8 4.2 quattro,A8 4.2 quattro,AUDI A8 4.2 quattro,null,1997,4,null,null,9,5,13.2 l/100km,4172,Occasion,"""Ab MFK""",rot mét.,Allrad,Automat sequentiell,33800,300,Limousine,Benzin,Zuzwil
504.0,JAGUAR,XK,XKR S/C Convertible,XKR S/C Convertible,JAGUAR XKR S/C Convertible,G,2002,2,mehrfarbig,305 g/km,4,4,12.7 l/100km,3996,Occasion,"""Ab MFK""",rot mét.,Hinterradantrieb,Automat,77600,363,Cabriolet,Benzin,Zuzwil
505.0,AUDI,A4,A4 Avant 2.8 q.Ambition,A4 Avant 2.8 q.Ambition,AUDI A4 Avant 2.8 q.Ambition,null,1998,5,schwarz,null,4,5,10.4 l/100km,2771,Occasion,"""Ab MFK""",rot mét.,Allrad,Automatik-Getriebe,196300,193,Kombi,Benzin,Zuzwil
506.0,MERCEDES-BENZ,E 50 AMG,E 50 AMG Avantgarde,E 50 AMG Avantgarde,MERCEDES-BENZ E 50 AMG Avantgarde,null,1996,4,schwarz,null,11,5,13.5 l/100km,4973,Occasion,"""Ab MFK""",rot mét.,Hinterradantrieb,Automat,33700,347,Limousine,Benzin,Zuzwil
507.0,BMW,X5,X5 4.8is,X5 4.8is,BMW X5 4.8is,G,2004,5,schwarz,324 g/km,8,5,13.5 l/100km,4799,Occasion,"""Ab MFK""",rot mét.,Allrad,Automat sequentiell,61900,360,SUV / Geländewagen,Benzin,Zuzwil
508.0,AUDI,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,G,2002,5,grau,350 g/km,9,5,14.6 l/100km,4172,Occasion,"""Ab MFK""",rot mét.,Allrad,Automat sequentiell,71900,450,Kombi,Benzin,Zuzwil
509.0,BMW,135,135i,135i,BMW 135i,G,2008,2,braun,225 g/km,10,4,9.4 l/100km,2979,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat sequentiell,25700,306,Cabriolet,Benzin,Zuzwil
51.0,FERRARI,456,456M GT,456M GT,FERRARI 456M GT,G,2000,2,grau,495 g/km,3,4,22.0 l/100km,5474,Occasion,"""Ab MFK""",blau,Hinterradantrieb,Schaltgetriebe manuell,46500,442,Coupé,Benzin,Zuzwil
510.0,MERCEDES-BENZ,CLK 55 AMG,CLK 55 AMG Avantgarde,CLK 55 AMG Avantgarde,MERCEDES-BENZ CLK 55 AMG Avantgarde,G,2003,2,mehrfarbig,295 g/km,2,4,12.3 l/100km,5439,Occasion,"""Ab MFK"", ""Direkt-/Parallelimport""",schwarz,Hinterradantrieb,Automat,92300,367,Cabriolet,Benzin,Zuzwil
511.0,MERCEDES-BENZ,SL 55 AMG,SL 55 AMG,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,G,2003,2,schwarz,340 g/km,7,2,14.2 l/100km,5439,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat,43300,500,Cabriolet,Benzin,Zuzwil
512.0,MERCEDES-BENZ,S 600,S 600,S 600,MERCEDES-BENZ S 600,null,1995,2,braun,null,6,4,null,5984,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat,62000,394,Coupé,Benzin,Zuzwil
513.0,RENAULT,ALPINE,ALPINE 2700VA,2700VA,RENAULT ALPINE 2700VA,null,1979,2,null,null,8,4,null,0,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Schaltgetriebe,36900,150,Coupé,Benzin,Zuzwil
514.0,NISSAN,SUNNY,SUNNY 2.0 16V GTI-R Rallye,2.0 16V GTI-R Rallye,NISSAN SUNNY 2.0 16V GTI-R Rallye,null,1992,3,schwarz,null,1,0,null,1997,Occasion,"""Ab MFK""",schwarz,Allrad,Schaltgetriebe,98000,250,Limousine,null,Zuzwil
515.0,ALFA ROMEO,GTV,GTV 2000 Bertone,2000 Bertone,ALFA ROMEO GTV 2000 Bertone,null,1972,2,schwarz,null,2,4,null,1961,Occasion,null,schwarz,Hinterradantrieb,Schaltgetriebe,18400,130,Coupé,Benzin,Zuzwil
516.0,MERCEDES-BENZ,SL 500,SL 500,SL 500,MERCEDES-BENZ SL 500,null,1991,2,schwarz,null,9,2,null,4971,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat,55300,320,Cabriolet,Benzin,Zuzwil
517.0,LAMBORGHINI,GALLARDO,Gallardo LP570-4 Coupé SL,Gallardo LP570-4 Coupé SL,LAMBORGHINI Gallardo LP570-4 Coupé SL,G,2011,2,schwarz,325 g/km,1,2,13.7 l/100km,5204,Occasion,"""Ab MFK""",schwarz,Allrad,Automatisiertes Schaltgetriebe,19300,570,Coupé,Benzin,Zuzwil
518.0,SEAT,IBIZA,Ibiza 1.9 TDI FR,Ibiza 1.9 TDI FR,SEAT Ibiza 1.9 TDI FR,D,2005,3,anthrazit,138 g/km,8,5,5.1 l/100km,1896,Occasion,"""Ab MFK""",schwarz,Vorderradantrieb,Schaltgetriebe manuell,132200,130,Kleinwagen,Diesel,Zuzwil
519.0,VOLVO,S40,S40 2.0 T,S40 2.0 T,VOLVO S40 2.0 T,null,1999,4,anthrazit,236 g/km,5,5,9.9 l/100km,1948,Occasion,"""Ab MFK""",schwarz,Vorderradantrieb,Automat,107000,160,Limousine,Benzin,Zuzwil
52.0,MERCEDES-BENZ,CLS 500,CLS 500,CLS 500,MERCEDES-BENZ CLS 500,G,2004,4,schwarz,290 g/km,12,4,12.1 l/100km,4966,Occasion,"""Ab MFK""",blau,Hinterradantrieb,Automat sequentiell,51000,306,Limousine,Benzin,Zuzwil
520.0,AUDI,R8,R8 Spyder 5.2,R8 Spyder 5.2,AUDI R8 Spyder 5.2,G,2010,2,schwarz,332 g/km,4,2,14.2 l/100km,5204,Occasion,"""Ab MFK""",schwarz,Allrad,Automatisiertes Schaltgetriebe,37000,525,Cabriolet,Benzin,Zuzwil
521.0,MERCEDES-BENZ,500,500 SE,500 SE,MERCEDES-BENZ 500 SE,null,1991,4,grau,null,7,5,null,4971,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat,156300,320,Limousine,Benzin,Zuzwil
522.0,JEEP,Grand Cherokee,Grand Cherokee 5.2 Ltd.,Grand Cherokee 5.2 Ltd.,JEEP Grand Cherokee 5.2 Ltd.,null,1995,5,beige,null,2,5,null,5213,Occasion,"""Ab MFK""",schwarz,Allrad,Automat,133500,212,SUV / Geländewagen,Benzin,Zuzwil
523.0,FERRARI,F355,F355 Spider,F355 Spider,FERRARI F355 Spider,null,1998,2,schwarz,470 g/km,7,2,20.8 l/100km,3496,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Schaltgetriebe manuell,34600,380,Cabriolet,Benzin,Zuzwil
524.0,AUDI,S6,S6 Avant quattro 4.2,S6 Avant quattro 4.2,AUDI S6 Avant quattro 4.2,null,1997,5,beige,353 g/km,6,5,14.9 l/100km,4170,Occasion,"""Ab MFK""",schwarz,Allrad,Automat,91900,290,Kombi,Benzin,Zuzwil
525.0,BMW,M5,M5,M5,BMW M5,G,2013,4,schwarz,231 g/km,9,5,9.9 l/100km,4395,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automatisiertes Schaltgetriebe,15300,575,Limousine,Benzin,Zuzwil
526.0,LAMBORGHINI,GALLARDO,Gallardo LP560-4 Coupé,Gallardo LP560-4 Coupé,LAMBORGHINI Gallardo LP560-4 Coupé,G,2008,2,schwarz,325 g/km,6,2,13.7 l/100km,5204,Occasion,"""Ab MFK""",schwarz,Allrad,Automatisiertes Schaltgetriebe,28500,560,Coupé,Benzin,Zuzwil
527.0,MERCEDES-BENZ,SL 600,SL 600,SL 600,MERCEDES-BENZ SL 600,G,2003,2,schwarz,346 g/km,6,2,14.4 l/100km,5513,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat,45300,500,Cabriolet,Benzin,Zuzwil
528.0,MERCEDES-BENZ,C 180,C 180 Esprit,C 180 Esprit,MERCEDES-BENZ C 180 Esprit,null,1997,4,schwarz,218 g/km,11,5,9.2 l/100km,1799,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Schaltgetriebe manuell,118200,122,Limousine,Benzin,Zuzwil
529.0,LAMBORGHINI,MURCIÉLAGO,Murciélago 6.2 Coupé,Murciélago 6.2 Coupé,LAMBORGHINI Murciélago 6.2 Coupé,G,2005,2,schwarz,500 g/km,7,2,21.5 l/100km,6192,Occasion,"""Ab MFK"", ""Tuning""",schwarz,Allrad,Automatisiertes Schaltgetriebe,49800,580,Coupé,Benzin,Zuzwil
53.0,MERCEDES-BENZ,,SL 250 Pagode,SL 250 Pagode,MERCEDES-BENZ SL 250 Pagode,null,1967,2,beige,null,1,2,null,2496,Occasion,"""Ab MFK""",blau,Hinterradantrieb,Schaltgetriebe,47700,150,Cabriolet,Benzin,Zuzwil
530.0,LAMBORGHINI,MURCIÉLAGO,Murciélago LP640-4 Cpé,Murciélago LP640-4 Cpé,LAMBORGHINI Murciélago LP640-4 Cpé,G,2011,2,schwarz,495 g/km,4,2,21.3 l/100km,6496,Occasion,"""Ab MFK""",schwarz,Allrad,Schaltgetriebe manuell,7890,641,Coupé,Benzin,Porrentruy
531.0,BMW,X5,X5 4.4i,X5 4.4i,BMW X5 4.4i,G,2003,5,grau,335 g/km,5,5,13.9 l/100km,4398,Occasion,"""Ab MFK""",schwarz,Allrad,Automat sequentiell,66800,286,SUV / Geländewagen,Benzin,Zuzwil
532.0,AUDI,S8,S8 4.2 quattro,S8 4.2 quattro,AUDI S8 4.2 quattro,null,2001,4,schwarz,331 g/km,3,5,13.8 l/100km,4172,Occasion,"""Ab MFK""",schwarz,Allrad,Automatik-Getriebe,49300,360,Limousine,Benzin,Zuzwil
533.0,MERCEDES-BENZ,E 500,E 500 Avantgarde,E 500 Avantgarde,MERCEDES-BENZ E 500 Avantgarde,G,2004,5,null,284 g/km,4,5,11.9 l/100km,4966,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat sequentiell,123300,306,Kombi,Benzin,Zuzwil
534.0,BMW,750,750iL,750iL,BMW 750iL,null,1995,4,schwarz,338 g/km,1,5,14.2 l/100km,5377,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat,111900,327,Limousine,Benzin,Zuzwil
535.0,BMW,330,330Ci,330Ci,BMW 330Ci,G,2001,2,schwarz,237 g/km,5,4,9.9 l/100km,2979,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Schaltgetriebe manuell,65300,231,Cabriolet,Benzin,Zuzwil
536.0,BMW,320,320i Touring,320i Touring,BMW 320i Touring,null,1996,5,schwarz,215 g/km,1,5,9.0 l/100km,1990,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Schaltgetriebe manuell,79800,150,Kombi,Benzin,Zuzwil
537.0,RENAULT,,DAUPHINE GORDINI,DAUPHINE GORDINI,RENAULT DAUPHINE GORDINI,null,1960,4,beige,null,7,5,null,845,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Schaltgetriebe,177000,33,Limousine,Benzin,Zuzwil
538.0,BMW,525,525xi,525xi,BMW 525xi,G,2007,4,schwarz,232 g/km,1,5,9.6 l/100km,2497,Occasion,"""Ab MFK""",schwarz,Allrad,Schaltgetriebe manuell,99800,218,Limousine,Benzin,Zuzwil
539.0,ROLLS-ROYCE,CORNICHE,CORNICHE II Coupé,II Coupé,ROLLS-ROYCE CORNICHE II Coupé,null,1980,0,braun,null,7,4,null,0,Oldtimer,null,schwarz,null,null,32000,0,Coupé,Benzin,Basel
54.0,LAND ROVER,RANGE ROVER SPORT,Range Rover Sport 4.2 V8 SC,Range Rover Sport 4.2 V8 SC,LAND ROVER Range Rover Sport 4.2 V8 SC,G,2006,5,schwarz,374 g/km,6,5,15.9 l/100km,4197,Occasion,null,blau,Allrad,Automat,49900,390,SUV / Geländewagen,Benzin,Zuzwil
540.0,FERRARI,F40 / F50,F40 / F50,null,FERRARI F40 / F50,null,1989,2,null,null,2,2,null,2935,Occasion,null,schwarz,Hinterradantrieb,Schaltgetriebe,7000,478,Coupé,null,Sursee
541.0,RENAULT,Alpine A110,Alpine A110 1600 S,1600 S,RENAULT Alpine A110 1600 S,null,1972,2,schwarz,null,2,2,null,1605,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Schaltgetriebe,68000,124,Coupé,Benzin,Zuzwil
542.0,MERCEDES-BENZ,CLS 63 AMG,CLS 63 AMG,CLS 63 AMG,MERCEDES-BENZ CLS 63 AMG,G,2011,4,beige,231 g/km,9,4,9.9 l/100km,5461,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automatisiertes Schaltgetriebe,69200,525,Limousine,Benzin,Zuzwil
543.0,BMW,M3,M3,M3,BMW M3,null,1987,2,schwarz,null,10,4,null,2301,Occasion,null,schwarz,Hinterradantrieb,Schaltgetriebe manuell,88000,195,Limousine,Benzin,Zuzwil
544.0,MERCEDES-BENZ,CL 600,CL 600,CL 600,MERCEDES-BENZ CL 600,G,2003,2,schwarz,353 g/km,11,4,14.7 l/100km,5513,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat,41100,500,Coupé,Benzin,Zuzwil
545.0,DAIMLER,V8,V8 4.0,V8 4.0,DAIMLER V8 4.0,G,1998,4,beige,285 g/km,5,5,11.9 l/100km,3996,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat,100,284,Limousine,Benzin,Zuzwil
546.0,BMW,530,530i Touring,530i Touring,BMW 530i Touring,null,2001,5,null,238 g/km,5,5,9.9 l/100km,2979,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automatik-Getriebe,120900,231,Kombi,Benzin,Zuzwil
547.0,BMW,528,528i Touring,528i Touring,BMW 528i Touring,G,1997,5,schwarz,230 g/km,4,5,9.7 l/100km,2793,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Schaltgetriebe manuell,38000,193,Kombi,Benzin,Zuzwil
548.0,FERRARI,456,456M GTA,456M GTA,FERRARI 456M GTA,G,1999,2,beige,520 g/km,12,4,22.3 l/100km,5474,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat,18200,442,Coupé,Benzin,Zuzwil
549.0,BENTLEY,CONTINENTAL,Continental R Coupé,Continental R Coupé,BENTLEY Continental R Coupé,null,1994,2,beige,null,1,4,null,6749,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat,60000,360,Coupé,Benzin,Zuzwil
55.0,LAMBORGHINI,MURCIÉLAGO,Murciélago LP640-4 Cpé,Murciélago LP640-4 Cpé,LAMBORGHINI Murciélago LP640-4 Cpé,G,2007,2,schwarz,495 g/km,3,2,21.3 l/100km,6496,Occasion,"""Ab MFK""",blau,Allrad,Automatisiertes Schaltgetriebe,33000,641,Coupé,Benzin,Zuzwil
550.0,MERCEDES-BENZ,SL 500,SL 500,SL 500,MERCEDES-BENZ SL 500,null,1992,2,schwarz,null,2,0,null,4971,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat,129700,320,Cabriolet,Benzin,Zuzwil
551.0,RENAULT,ALPINE,ALPINE V6,V6,RENAULT ALPINE V6,null,1983,2,beige,null,8,4,null,2663,Occasion,"""Ab MFK""",schwarz,null,Schaltgetriebe,128500,150,Coupé,Benzin,Zuzwil
552.0,FORD,SIERRA,Sierra 2.0i Cosworth 4x4,Sierra 2.0i Cosworth 4x4,FORD Sierra 2.0i Cosworth 4x4,null,1990,4,schwarz,null,9,5,null,1993,Occasion,"""Ab MFK""",schwarz,Allrad,Schaltgetriebe manuell,164400,220,Limousine,Benzin,Zuzwil
553.0,AUDI,RS4,RS4 Avant 4.2 V8 quattro,RS4 Avant 4.2 V8 quattro,AUDI RS4 Avant 4.2 V8 quattro,G,2006,5,schwarz,326 g/km,8,5,13.6 l/100km,4163,Occasion,"""Ab MFK""",schwarz,Allrad,Schaltgetriebe manuell,117400,420,Kombi,Benzin,Zuzwil
554.0,PORSCHE,911,911 Carrera Jubilé 40,911 Carrera Jubilé 40,PORSCHE 911 Carrera Jubilé 40,G,2004,2,schwarz,274 g/km,3,4,11.3 l/100km,3596,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Schaltgetriebe manuell,61400,345,Coupé,Benzin,Zuzwil
555.0,VW,PHAETON,Phaeton 6.0 W12 4Motion,Phaeton 6.0 W12 4Motion,VW Phaeton 6.0 W12 4Motion,G,2002,4,grau,374 g/km,11,5,15.6 l/100km,5998,Occasion,"""Ab MFK""",schwarz,Allrad,Automat sequentiell,15900,420,Limousine,Benzin,Zuzwil
556.0,MERCEDES-BENZ,SL 320,SL 320,SL 320,MERCEDES-BENZ SL 320,null,1999,2,schwarz,317 g/km,1,2,13.4 l/100km,3199,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat,70900,231,Cabriolet,Benzin,Zuzwil
557.0,PORSCHE,911,911 GT3 RS,911 GT3 RS,PORSCHE 911 GT3 RS,G,2011,2,rot,326 g/km,11,2,13.8 l/100km,3996,Occasion,null,schwarz,Hinterradantrieb,Schaltgetriebe manuell,6300,500,Coupé,Benzin,Sursee
558.0,MERCEDES-BENZ,E 63 AMG,E 63 AMG,E 63 AMG,MERCEDES-BENZ E 63 AMG,G,2010,4,schwarz,295 g/km,3,5,12.6 l/100km,6209,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat sequentiell,7400,525,Limousine,Benzin,Zuzwil
559.0,PORSCHE,911,911 Carrera 4,911 Carrera 4,PORSCHE 911 Carrera 4,null,1999,2,blau,null,5,4,11.8 l/100km,3387,Occasion,"""Ab MFK""",schwarz,Allrad,Automatik-Getriebe,77800,300,Coupé,Benzin,Zuzwil
56.0,AUDI,RS4,RS4 Avant quattro,RS4 Avant quattro,AUDI RS4 Avant quattro,G,2001,5,weiss,288 g/km,3,5,12.0 l/100km,2671,Occasion,"""Ab MFK""",blau,Allrad,Schaltgetriebe manuell,50000,380,Kombi,Benzin,Zuzwil
560.0,MERCEDES-BENZ,SL 600,SL 600,SL 600,MERCEDES-BENZ SL 600,null,1995,2,beige,null,9,0,null,5984,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat,75200,394,Cabriolet,Benzin,Zuzwil
561.0,BMW,540,540i,540i,BMW 540i,null,1998,4,schwarz,292 g/km,11,5,12.1 l/100km,4398,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automatik-Getriebe,93000,286,Limousine,Benzin,Zuzwil
562.0,TRABANT,,1300S Trabusa,1300S Trabusa,TRABANT 1300S Trabusa,null,2009,0,schwarz,null,1,0,null,1299,Occasion,"""Rennwagen""",schwarz,Hinterradantrieb,Schaltgetriebe,999,0,Limousine,Benzin,Zuzwil
563.0,SEAT,LEON,Leon 2.0 TSI FR,Leon 2.0 TSI FR,SEAT Leon 2.0 TSI FR,G,2009,5,anthrazit,190 g/km,1,5,7.9 l/100km,1984,Occasion,"""Ab MFK""",schwarz,Vorderradantrieb,Schaltgetriebe manuell,53300,200,Limousine,Benzin,Zuzwil
564.0,JAGUAR,E,E E-Type III,E-Type III,JAGUAR E E-Type III,null,1974,2,schwarz,null,3,2,null,5343,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat,49200,269,Cabriolet,Benzin,Zuzwil
565.0,LAMBORGHINI,AVENTADOR,Aventador LP700-4 Rds,Aventador LP700-4 Rds,LAMBORGHINI Aventador LP700-4 Rds,G,2015,2,schwarz,370 g/km,3,2,16.0 l/100km,6498,Neu,"""Ab MFK"", ""Direkt-/Parallelimport""",schwarz,Allrad,Automatisiertes Schaltgetriebe,90,700,Cabriolet,Benzin,Zuzwil
566.0,MERCEDES-BENZ,S 55 AMG,S 55 AMG,S 55 AMG,MERCEDES-BENZ S 55 AMG,G,2003,4,schwarz,317 g/km,3,5,13.2 l/100km,5439,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat,121900,500,Limousine,Benzin,Zuzwil
567.0,BMW,X5,X5 4.4i,X5 4.4i,BMW X5 4.4i,G,2000,5,grau,335 g/km,12,5,13.9 l/100km,4398,Occasion,"""Ab MFK""",schwarz,Allrad,Automat sequentiell,3600,286,SUV / Geländewagen,Benzin,Zuzwil
568.0,MASERATI,QUATTROPORTE,Quattroporte 4.2,Quattroporte 4.2,MASERATI Quattroporte 4.2,G,2004,4,blau,null,7,5,15.8 l/100km,4244,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automatisiertes Schaltgetriebe,56600,400,Limousine,Benzin,Zuzwil
569.0,AUDI,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,G,2003,5,schwarz,350 g/km,10,5,14.6 l/100km,4172,Occasion,"""Ab MFK""",schwarz,Allrad,Automat sequentiell,40900,450,Kombi,Benzin,Zuzwil
57.0,RENAULT,ALPINE,Alpine A310 V6,Alpine A310 V6,RENAULT Alpine A310 V6,null,1980,2,mehrfarbig,null,4,4,null,2664,Occasion,"""Ab MFK""",blau,Hinterradantrieb,Schaltgetriebe manuell,108000,150,Coupé,Benzin,Zuzwil
570.0,AUDI,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,G,2009,5,schwarz,333 g/km,3,5,14.0 l/100km,4991,Occasion,"""Ab MFK""",schwarz,Allrad,Automat,29500,700,Kombi,Benzin,Zuzwil
571.0,PORSCHE,CAYENNE,Cayenne Turbo,Cayenne Turbo,PORSCHE Cayenne Turbo,G,2003,5,beige,378 g/km,8,5,15.7 l/100km,4511,Occasion,"""Ab MFK""",schwarz,Allrad,Automat sequentiell,114000,450,SUV / Geländewagen,Benzin,Zuzwil
572.0,BMW,760,760i L,760i L,BMW 760i L,G,2003,4,beige,330 g/km,1,5,13.6 l/100km,5972,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat sequentiell,94500,445,Limousine,Benzin,Zuzwil
573.0,MERCEDES-BENZ,B 200,B 200 T Sailing Edition,B 200 T Sailing Edition,MERCEDES-BENZ B 200 T Sailing Edition,G,2006,5,null,195 g/km,8,5,8.1 l/100km,2035,Occasion,"""Ab MFK""",schwarz,Vorderradantrieb,Schaltgetriebe manuell,60500,193,Kompaktvan / Minivan,Benzin,Zuzwil
574.0,MASERATI,QUATTROPORTE,Quattroporte 4.2,Quattroporte 4.2,MASERATI Quattroporte 4.2,G,2006,4,schwarz,370 g/km,12,5,15.8 l/100km,4244,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automatisiertes Schaltgetriebe,9800,400,Limousine,Benzin,Zuzwil
575.0,BMW,335,335i,335i,BMW 335i,G,2007,2,schwarz,238 g/km,7,4,9.9 l/100km,2979,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Schaltgetriebe manuell,77500,306,Cabriolet,Benzin,Zuzwil
576.0,MERCEDES-BENZ,SLK 55 AMG,SLK 55 AMG,SLK 55 AMG,MERCEDES-BENZ SLK 55 AMG,G,2005,2,schwarz,288 g/km,4,2,12.0 l/100km,5439,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat sequentiell,42500,360,Cabriolet,Benzin,Zuzwil
577.0,PORSCHE,CAYENNE,Cayenne Turbo,Cayenne Turbo,PORSCHE Cayenne Turbo,G,2005,5,beige,378 g/km,10,5,15.7 l/100km,4511,Occasion,"""Ab MFK""",schwarz,Allrad,Automat sequentiell,64500,450,SUV / Geländewagen,Benzin,Zuzwil
578.0,BENTLEY,ARNAGE,Arnage Red Label,Arnage Red Label,BENTLEY Arnage Red Label,G,2000,4,braun,456 g/km,2,5,19.2 l/100km,6761,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat,111600,405,Limousine,Benzin,Zuzwil
579.0,AUDI,TT,TTS Cpé 2.0 TFSI quattro,TTS Cpé 2.0 TFSI quattro,AUDI TTS Cpé 2.0 TFSI quattro,G,2008,3,schwarz,188 g/km,8,4,7.9 l/100km,1984,Occasion,"""Ab MFK"", ""Tuning""",schwarz,Allrad,Automatisiertes Schaltgetriebe,29300,272,Coupé,Benzin,Zuzwil
58.0,MERCEDES-BENZ,SL 600,SL 600,SL 600,MERCEDES-BENZ SL 600,G,2003,2,schwarz,346 g/km,6,2,14.4 l/100km,5513,Occasion,"""Ab MFK""",blau,Hinterradantrieb,Automat,77700,600,Cabriolet,Benzin,Zuzwil
