ID,MakeText,ModelText,ModelTypeText,TypeName,TypeNameFull,ConsumptionRatingText,FirstRegYear,Doors,InteriorColorText,Co2EmissionText,FirstRegMonth,Seats,ConsumptionTotalText,Ccm,ConditionTypeText,Properties,BodyColorText,DriveTypeText,TransmissionTypeText,Km,Hp,BodyTypeText,FuelTypeText,City
186.0,AUDI,A8,A8  6.0 quattro,A8  6.0 quattro,AUDI A8  6.0 quattro,G,2004,4,schwarz,334 g/km,7,5,13.9 l/100km,5998,Occasion,"""Ab MFK""",blau mét.,Allrad,Automat sequentiell,49000,450,Limousine,Benzin,Zuzwil
187.0,AUDI,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,G,2008,5,schwarz,333 g/km,7,5,14.0 l/100km,4991,Occasion,"""Ab MFK""",blau mét.,Allrad,Automat sequentiell,46000,700,Kombi,Benzin,Zuzwil
188.0,RENAULT,ALPINE,Alpine A310 V6,Alpine A310 V6,RENAULT Alpine A310 V6,null,1978,2,blau,null,6,4,null,2664,Oldtimer,"""Ab MFK""",blau mét.,Hinterradantrieb,Schaltgetriebe manuell,77300,150,Coupé,Benzin,Zuzwil
189.0,BMW,M3,M3,M3,BMW M3,G,2002,2,schwarz,328 g/km,3,4,13.6 l/100km,3246,Occasion,"""Ab MFK""",blau mét.,Hinterradantrieb,Automatisiertes Schaltgetriebe,142000,343,Cabriolet,Benzin,Zuzwil
19.0,BMW-ALPINA,3 SERIES,3 SERIES B8,B8,BMW-ALPINA 3 SERIES B8,null,1999,4,mehrfarbig,null,1,5,null,4617,Occasion,"""Ab MFK""",anthrazit mét.,Hinterradantrieb,Schaltgetriebe,146500,333,Limousine,Benzin,Zuzwil
190.0,MERCEDES-BENZ,SL 600,SL 600,SL 600,MERCEDES-BENZ SL 600,G,2003,2,anthrazit,346 g/km,5,2,14.4 l/100km,5513,Occasion,"""Ab MFK"", ""Tuning""",blau mét.,Hinterradantrieb,Automat,32500,500,Cabriolet,Benzin,Zuzwil
191.0,AUDI,RS4,RS4 Avant quattro,RS4 Avant quattro,AUDI RS4 Avant quattro,G,2001,5,null,288 g/km,2,5,12.0 l/100km,2671,Occasion,"""Ab MFK""",blau mét.,Allrad,Schaltgetriebe manuell,37800,380,Kombi,Benzin,Zuzwil
192.0,MERCEDES-BENZ,CLK 55 AMG,CLK 55 AMG Avantgarde,CLK 55 AMG Avantgarde,MERCEDES-BENZ CLK 55 AMG Avantgarde,null,2002,2,schwarz,281 g/km,6,4,11.7 l/100km,5439,Occasion,"""Ab MFK"", ""Direkt-/Parallelimport""",blau mét.,Hinterradantrieb,Automat,52500,347,Coupé,Benzin,Zuzwil
193.0,MERCEDES-BENZ,SLK 230,SLK 230 Kompressor,SLK 230 Kompressor,MERCEDES-BENZ SLK 230 Kompressor,null,2002,2,schwarz,233 g/km,8,2,9.7 l/100km,2295,Occasion,"""Ab MFK""",blau mét.,Hinterradantrieb,Automatik-Getriebe,30500,197,Cabriolet,Benzin,Zuzwil
194.0,PORSCHE,911,911 Carrera 4S,911 Carrera 4S,PORSCHE 911 Carrera 4S,null,1996,2,mehrfarbig,null,3,4,12.3 l/100km,3600,Occasion,"""Ab MFK""",blau mét.,Allrad,Schaltgetriebe manuell,139900,285,Coupé,Benzin,Zuzwil
195.0,MITSUBISHI,LANCER,Lancer Evo VII,Lancer Evo VII,MITSUBISHI Lancer Evo VII,null,2003,4,schwarz,null,7,5,null,1997,Occasion,"""Ab MFK""",bordeaux,Allrad,Schaltgetriebe manuell,35200,280,Limousine,Benzin,Zuzwil
196.0,MERCEDES-BENZ,S 320,S 320,S 320,MERCEDES-BENZ S 320,G,2000,4,anthrazit,276 g/km,6,5,11.5 l/100km,3199,Occasion,"""Ab MFK""",bordeaux,Hinterradantrieb,Automat,14100,224,Limousine,Benzin,Zuzwil
197.0,MERCEDES-BENZ,SL 600,SL 600,SL 600,MERCEDES-BENZ SL 600,G,2004,2,null,346 g/km,4,2,14.4 l/100km,5513,Occasion,"""Ab MFK""",bordeaux,Hinterradantrieb,Automat,23000,600,Cabriolet,Benzin,Zuzwil
198.0,MERCEDES-BENZ,,170V B Cabrio 136,170V B Cabrio 136,MERCEDES-BENZ 170V B Cabrio 136,null,1939,2,schwarz,null,7,4,null,1697,Oldtimer,null,bordeaux,Hinterradantrieb,Schaltgetriebe,1,38,Coupé,Benzin,Zuzwil
199.0,MERCEDES-BENZ,S 500,S 500,S 500,MERCEDES-BENZ S 500,G,2005,4,null,286 g/km,11,5,12.2 l/100km,5461,Occasion,"""Ab MFK""",bordeaux mét.,Hinterradantrieb,Automat sequentiell,128000,388,Limousine,Benzin,Zuzwil
2.0,AUDI,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,G,2008,5,null,333 g/km,7,5,14.0 l/100km,4991,Occasion,"""Ab MFK""",anthrazit,Allrad,Automat sequentiell,25400,580,Kombi,Benzin,Zuzwil
20.0,MERCEDES-BENZ,SL 55 AMG,SL 55 AMG,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,G,2006,2,schwarz,324 g/km,3,2,13.5 l/100km,5439,Occasion,"""Ab MFK""",anthrazit mét.,Hinterradantrieb,Automat sequentiell,47000,517,Cabriolet,Benzin,Zuzwil
200.0,PORSCHE,911,911 Turbo S Cabrio,911 Turbo S Cabrio,PORSCHE 911 Turbo S Cabrio,G,2014,2,schwarz,231 g/km,5,4,9.9 l/100km,3800,Neu,"""Ab MFK""",bordeaux mét.,Allrad,Automatisiertes Schaltgetriebe,450,560,Cabriolet,Benzin,Zuzwil
201.0,MERCEDES-BENZ,SL 300,SL 300,SL 300,MERCEDES-BENZ SL 300,null,1993,2,schwarz,null,6,2,null,2959,Occasion,"""Ab MFK""",bordeaux mét.,Hinterradantrieb,Automat,63600,231,Cabriolet,Benzin,Zuzwil
202.0,MERCEDES-BENZ,S 500,S 500,S 500,MERCEDES-BENZ S 500,G,2000,4,schwarz,320 g/km,5,5,13.4 l/100km,4966,Occasion,"""Ab MFK""",bordeaux mét.,Hinterradantrieb,Automat,99900,306,Limousine,Benzin,Zuzwil
203.0,AUDI,A8,A8 4.2 quattro,A8 4.2 quattro,AUDI A8 4.2 quattro,G,2004,4,grau,288 g/km,4,5,12.0 l/100km,4172,Occasion,"""Ab MFK""",bordeaux mét.,Allrad,Automat sequentiell,60000,335,Limousine,Benzin,Zuzwil
204.0,FIAT,,850 Spider,850 Spider,FIAT 850 Spider,null,1970,2,schwarz,null,8,0,null,843,Occasion,null,bordeaux mét.,Hinterradantrieb,Schaltgetriebe,9999,49,Coupé,Benzin,Zuzwil
205.0,FERRARI,F360,F360 Modena Berlinetta,F360 Modena Berlinetta,FERRARI F360 Modena Berlinetta,null,1999,2,null,440 g/km,8,2,19.3 l/100km,3586,Occasion,"""Ab MFK""",bordeaux mét.,Hinterradantrieb,Automatik-Getriebe,30300,400,Coupé,Benzin,Zuzwil
206.0,BENTLEY,,T 2,T 2,BENTLEY T 2,null,1979,4,mehrfarbig,null,2,5,null,6744,Occasion,"""Ab MFK""",bordeaux mét.,Hinterradantrieb,Automatik-Getriebe,175100,196,Limousine,Benzin,Zuzwil
207.0,MERCEDES-BENZ,E 55 AMG,E 55 AMG Avantgarde,E 55 AMG Avantgarde,MERCEDES-BENZ E 55 AMG Avantgarde,null,1997,4,null,301 g/km,10,5,12.6 l/100km,5439,Occasion,"""Ab MFK""",bordeaux mét.,Hinterradantrieb,Automat,67400,354,Limousine,Benzin,Zuzwil
208.0,BMW,M3,M3,M3,BMW M3,G,2001,2,braun,292 g/km,3,4,12.1 l/100km,3246,Occasion,"""Ab MFK""",bordeaux mét.,Hinterradantrieb,Schaltgetriebe manuell,46000,343,Cabriolet,Benzin,Zuzwil
209.0,AUDI,A6,A6 Avant 2.7 T q.Ambiente,A6 Avant 2.7 T q.Ambiente,AUDI A6 Avant 2.7 T q.Ambiente,null,1999,5,beige,283 g/km,9,5,11.8 l/100km,2671,Occasion,"""Ab MFK""",bordeaux mét.,Allrad,Automatik-Getriebe,171700,230,Kombi,Benzin,Zuzwil
21.0,AUDI,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,G,2003,5,schwarz,350 g/km,7,5,14.6 l/100km,4172,Occasion,"""Ab MFK""",anthrazit mét.,Allrad,Automat sequentiell,27900,450,Kombi,Benzin,Zuzwil
210.0,FERRARI,F430,F430,F430,FERRARI F430,G,2005,2,schwarz,420 g/km,6,2,18.3 l/100km,4308,Occasion,"""Ab MFK""",bordeaux mét.,Hinterradantrieb,Automatik-Getriebe,29300,486,Coupé,Benzin,Zuzwil
211.0,MASERATI,QUATTROPORTE,Quattroporte 4.2 Sport GT,Quattroporte 4.2 Sport GT,MASERATI Quattroporte 4.2 Sport GT,G,2008,4,schwarz,370 g/km,4,5,15.8 l/100km,4244,Occasion,"""Ab MFK""",braun,Hinterradantrieb,Automatisiertes Schaltgetriebe,80000,400,Limousine,Benzin,Zuzwil
212.0,BMW,Z4,Z4 2.5i Roadster,Z4 2.5i Roadster,BMW Z4 2.5i Roadster,G,2008,2,schwarz,197 g/km,9,2,8.2 l/100km,2497,Occasion,"""Ab MFK""",braun mét.,Hinterradantrieb,Schaltgetriebe manuell,22800,177,Cabriolet,Benzin,Zuzwil
213.0,BMW,328,328i,328i,BMW 328i,null,1998,4,beige,241 g/km,4,5,10.1 l/100km,2793,Occasion,"""Ab MFK""",braun mét.,Hinterradantrieb,Automat,33700,193,Limousine,Benzin,Zuzwil
214.0,BENTLEY,CONTINENTAL,Continental FlyingSpur6.0,Continental FlyingSpur6.0,BENTLEY Continental FlyingSpur6.0,G,2006,4,beige,423 g/km,3,5,17.7 l/100km,5998,Occasion,"""Ab MFK"", ""Direkt-/Parallelimport""",gelb,Allrad,Automat,35000,560,Limousine,Benzin,Zuzwil
215.0,MORGAN,4/4,4/4 1.8,4/4 1.8,MORGAN 4/4 1.8,G,2006,2,bordeaux,null,6,2,7.7 l/100km,1796,Occasion,"""Ab MFK"", ""Direkt-/Parallelimport""",gelb,Hinterradantrieb,Schaltgetriebe manuell,7100,126,Cabriolet,Benzin,Zuzwil
216.0,ROLLS-ROYCE,CORNICHE,CORNICHE Cabrio,Cabrio,ROLLS-ROYCE CORNICHE Cabrio,null,1987,2,schwarz,null,6,4,null,6747,Occasion,"""Ab MFK""",gelb,Hinterradantrieb,Automatik-Getriebe,19720,0,Cabriolet,Benzin,Zuzwil
217.0,FERRARI,F355,F355 Berlinetta,F355 Berlinetta,FERRARI F355 Berlinetta,null,1998,2,schwarz,null,3,2,20.8 l/100km,3496,Occasion,"""Ab MFK""",gelb,Hinterradantrieb,Automatik-Getriebe,28100,380,Coupé,Benzin,Zuzwil
218.0,BMW,M5,M5,M5,BMW M5,G,2005,4,beige,357 g/km,4,5,14.8 l/100km,4999,Occasion,null,gelb,Hinterradantrieb,Automatisiertes Schaltgetriebe,3000,503,Limousine,Benzin,Zuzwil
219.0,DAEWOO,TACUMA,Tacuma 2000i CDX,Tacuma 2000i CDX,DAEWOO Tacuma 2000i CDX,G,2003,5,grau,236 g/km,10,5,9.0 l/100km,1998,Occasion,"""Ab MFK""",gelb,Vorderradantrieb,Schaltgetriebe manuell,103000,121,Kompaktvan / Minivan,Benzin,Zuzwil
22.0,RENAULT,Alpine A110,Alpine A110 1600S Gruppe 5 look,1600S Gruppe 5 look,RENAULT Alpine A110 1600S Gruppe 5 look,null,1971,2,schwarz,null,1,2,null,1565,Occasion,"""Rennwagen""",anthrazit mét.,Hinterradantrieb,Schaltgetriebe,19200,170,Coupé,null,Zuzwil
220.0,PORSCHE,911,911 Turbo S Cabrio PDK,911 Turbo S Cabrio PDK,PORSCHE 911 Turbo S Cabrio PDK,G,2011,2,schwarz,270 g/km,4,2,11.5 l/100km,3800,Occasion,"""Ab MFK""",gelb,Allrad,Automatisiertes Schaltgetriebe,28000,530,Cabriolet,Benzin,Zuzwil
221.0,PORSCHE,911,911 Targa,Targa,PORSCHE 911 Targa,null,1971,2,schwarz,null,11,2,null,2687,Occasion,"""Ab MFK""",gelb,Hinterradantrieb,Schaltgetriebe manuell,96000,150,Cabriolet,Benzin,Zuzwil
222.0,MASERATI,3200 GT,3200 GT,3200 GT,MASERATI 3200 GT,null,2000,2,schwarz,388 g/km,3,4,15.6 l/100km,3217,Occasion,"""Ab MFK""",gelb,Hinterradantrieb,Automatik-Getriebe,64600,370,Coupé,Benzin,Zuzwil
223.0,MERCEDES-BENZ,S 400,S 400 CDI,S 400 CDI,MERCEDES-BENZ S 400 CDI,G,2001,4,beige,253 g/km,4,5,9.6 l/100km,3996,Occasion,"""Ab MFK""",gelb,Hinterradantrieb,Automat,42000,250,Limousine,Diesel,Zuzwil
224.0,FERRARI,456,456M GT,456M GT,FERRARI 456M GT,G,1999,2,null,495 g/km,5,4,22.0 l/100km,5474,Occasion,"""Ab MFK""",gelb,Hinterradantrieb,Schaltgetriebe manuell,49000,442,Coupé,Benzin,Zuzwil
225.0,AUDI,S6,S6 quattro,S6 quattro,AUDI S6 quattro,null,2001,4,schwarz,341 g/km,8,5,14.2 l/100km,4172,Occasion,"""Ab MFK""",gelb,Allrad,Automatik-Getriebe,103100,340,Limousine,Benzin,Zuzwil
226.0,MERCEDES-BENZ,190,190 E 2.5-16 Evo II ABS,190 E 2.5-16 Evo II ABS,MERCEDES-BENZ 190 E 2.5-16 Evo II ABS,null,1991,4,schwarz,null,7,4,null,2461,Occasion,"""Ab MFK""",gelb,Hinterradantrieb,Schaltgetriebe manuell,89700,235,Limousine,Benzin,Zuzwil
227.0,MAZDA,626,626 2.0i-16V HPV,626 2.0i-16V HPV,MAZDA 626 2.0i-16V HPV,null,2001,5,null,195 g/km,8,5,8.1 l/100km,1991,Occasion,"""Ab MFK""",gelb,Vorderradantrieb,Automatik-Getriebe,158000,136,Limousine,Benzin,Zuzwil
228.0,TOYOTA,CAMRY,CAMRY 2000 GLi Super Liftback,2000 GLi Super Liftback,TOYOTA CAMRY 2000 GLi Super Liftback,null,1985,4,blau,null,5,0,null,1994,Oldtimer,"""Ab MFK""",gelb,Vorderradantrieb,Automatik-Getriebe,58100,105,Limousine,Benzin,Safenwil
229.0,PORSCHE,CAYENNE,Cayenne Turbo S,Cayenne Turbo S,PORSCHE Cayenne Turbo S,G,2006,5,schwarz,378 g/km,9,5,15.7 l/100km,4511,Occasion,"""Ab MFK""",gelb,Allrad,Automat,91600,521,SUV / Geländewagen,Benzin,Zuzwil
23.0,PORSCHE,CAYENNE,Cayenne Turbo,Cayenne Turbo,PORSCHE Cayenne Turbo,G,2003,5,schwarz,378 g/km,3,5,15.7 l/100km,4511,Occasion,"""Ab MFK""",anthrazit mét.,Allrad,Automat sequentiell,121000,450,SUV / Geländewagen,Benzin,Zuzwil
230.0,CHRYSLER,VIPER,Viper RT/10,Viper RT/10,CHRYSLER Viper RT/10,null,1993,2,grau,null,10,2,null,7986,Occasion,"""Ab MFK""",gelb,Hinterradantrieb,Schaltgetriebe manuell,28600,364,Cabriolet,Benzin,Zuzwil
231.0,MERCEDES-BENZ,S 320,S 320,S 320,MERCEDES-BENZ S 320,G,1999,4,schwarz,276 g/km,4,5,11.5 l/100km,3199,Occasion,"""Ab MFK""",gelb,Hinterradantrieb,Automat,128000,224,Limousine,Benzin,Zuzwil
232.0,TOYOTA,MR2,MR2 2.0,MR2 2.0,TOYOTA MR2 2.0,null,1990,2,schwarz,null,12,2,null,1997,Occasion,"""Ab MFK""",gelb,Hinterradantrieb,Schaltgetriebe manuell,135800,156,Coupé,Benzin,Zuzwil
233.0,FERRARI,TESTAR./512,Testarossa,Testarossa,FERRARI Testarossa,null,1989,2,beige,null,1,2,null,4941,Occasion,null,gelb mét.,Hinterradantrieb,Schaltgetriebe manuell,31700,380,Coupé,Benzin,Zuzwil
234.0,CHEVROLET,CORVETTE,Corvette ZR1,Corvette ZR1,CHEVROLET Corvette ZR1,G,2010,2,schwarz,355 g/km,2,2,15.0 l/100km,6162,Occasion,"""Ab MFK""",gold,Hinterradantrieb,Schaltgetriebe manuell,13000,647,Coupé,Benzin,Zuzwil
235.0,BMW,M3,M3,M3,BMW M3,G,2008,2,schwarz,293 g/km,7,4,12.3 l/100km,3999,Occasion,"""Ab MFK""",gold mét.,Hinterradantrieb,Automatisiertes Schaltgetriebe,78900,420,Cabriolet,Benzin,Zuzwil
236.0,RUF,,CTR,CTR,RUF CTR,null,1990,2,blau,null,1,2,null,3400,Occasion,"""Ab MFK""",gold mét.,null,null,46000,469,Coupé,Benzin,Zuzwil
237.0,RENAULT,R5,R5 Turbo 2,R5 Turbo 2,RENAULT R5 Turbo 2,null,1985,3,beige,null,5,2,null,1397,Occasion,null,gold mét.,Hinterradantrieb,Schaltgetriebe manuell,59900,160,Kleinwagen,Benzin,Zuzwil
238.0,DAIMLER,XJ,Six 4.0,Six 4.0,DAIMLER Six 4.0,null,1996,4,beige,null,1,5,null,3980,Occasion,"""Ab MFK""",gold mét.,Hinterradantrieb,Automat,94800,241,Limousine,Benzin,Zuzwil
239.0,MAZDA,RX-7,RX-7 2.6 Turbo II,RX-7 2.6 Turbo II,MAZDA RX-7 2.6 Turbo II,null,1989,2,schwarz,null,8,2,null,2616,Occasion,"""Ab MFK""",grau,Hinterradantrieb,Schaltgetriebe manuell,67200,200,Cabriolet,Benzin,Zuzwil
24.0,BUGATTI,,Veyron 16.4,Veyron 16.4,BUGATTI Veyron 16.4,null,2008,2,anthrazit,null,7,2,null,7993,Occasion,null,anthrazit mét.,Allrad,Automatik-Getriebe,20000,1001,Coupé,Benzin,Sursee
240.0,PORSCHE,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,G,2001,2,schwarz,309 g/km,10,4,12.9 l/100km,3600,Occasion,"""Ab MFK""",grau,Allrad,Schaltgetriebe manuell,25900,420,Coupé,Benzin,Zuzwil
241.0,PORSCHE,911,911 Carrera Cabrio,911 Carrera Cabrio,PORSCHE 911 Carrera Cabrio,G,2005,2,schwarz,270 g/km,6,2,11.2 l/100km,3596,Occasion,"""Ab MFK""",grau,Hinterradantrieb,Schaltgetriebe manuell,20400,325,Cabriolet,Benzin,Zuzwil
242.0,MERCEDES-BENZ,S 500,S 500 L 4Matic,S 500 L 4Matic,MERCEDES-BENZ S 500 L 4Matic,G,2002,4,beige,311 g/km,12,5,12.9 l/100km,4966,Occasion,"""Ab MFK""",grau,Allrad,Automat,54500,306,Limousine,Benzin,Zuzwil
243.0,BUGATTI,EB,EB 110 GT/SS,110 GT/SS,BUGATTI EB 110 GT/SS,null,1998,2,null,null,8,2,null,3500,Occasion,null,grau,Allrad,Schaltgetriebe,4000,611,Coupé,Benzin,Zuzwil
244.0,AUDI,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,G,2008,5,null,333 g/km,10,5,14.0 l/100km,4991,Occasion,"""Ab MFK""",grau,Allrad,Automat sequentiell,41900,580,Kombi,Benzin,Zuzwil
245.0,FERRARI,575M,575M,575M,FERRARI 575M,null,2003,2,schwarz,499 g/km,12,2,21.8 l/100km,5748,Occasion,"""Ab MFK""",grau,Hinterradantrieb,Automatik-Getriebe,8100,517,Coupé,Benzin,Zuzwil
246.0,AUDI,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,G,2003,5,schwarz,350 g/km,1,5,14.6 l/100km,4172,Occasion,"""Ab MFK""",grau,Allrad,Automat sequentiell,39000,450,Kombi,Benzin,Zuzwil
247.0,JAGUAR,S-TYPE,S-Type 4.2 V8 S/C R,S-Type 4.2 V8 S/C R,JAGUAR S-Type 4.2 V8 S/C R,G,2002,4,schwarz,314 g/km,7,5,12.5 l/100km,4196,Occasion,"""Ab MFK""",grau,Hinterradantrieb,Automat,32900,396,Limousine,Benzin,Zuzwil
248.0,MASERATI,SPYDER GT,Spyder GT,Spyder GT,MASERATI Spyder GT,G,2002,2,anthrazit,400 g/km,5,2,17.5 l/100km,4244,Occasion,"""Ab MFK""",grau,Hinterradantrieb,Automatik-Getriebe,63000,390,Cabriolet,Benzin,Zuzwil
249.0,PORSCHE,911,911 Carrera Targa,911 Carrera Targa,PORSCHE 911 Carrera Targa,null,2002,2,schwarz,269 g/km,5,4,11.1 l/100km,3596,Occasion,"""Ab MFK""",grau,Hinterradantrieb,Automatik-Getriebe,61800,320,Cabriolet,Benzin,Zuzwil
25.0,AUDI,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,G,2008,5,schwarz,333 g/km,6,5,14.0 l/100km,4991,Occasion,"""Ab MFK"", ""Tuning""",anthrazit mét.,Allrad,Automat sequentiell,32800,580,Kombi,Benzin,Zuzwil
250.0,FERRARI,F355,F355 GTS,F355 GTS,FERRARI F355 GTS,null,1997,2,beige,395 g/km,10,2,16.9 l/100km,3496,Occasion,"""Ab MFK""",grau,Hinterradantrieb,Schaltgetriebe manuell,41000,380,Cabriolet,Benzin,Zuzwil
251.0,MASERATI,QUATTROPORTE,Quattroporte 4.2,Quattroporte 4.2,MASERATI Quattroporte 4.2,G,2006,4,beige,370 g/km,6,5,15.8 l/100km,4244,Occasion,"""Ab MFK""",grau,Hinterradantrieb,Automatisiertes Schaltgetriebe,46050,400,Limousine,Benzin,Zuzwil
252.0,MERCEDES-BENZ,E 320,E 320 Elégance 4-Matic,E 320 Elégance 4-Matic,MERCEDES-BENZ E 320 Elégance 4-Matic,G,2000,4,grau,266 g/km,3,5,11.1 l/100km,3199,Occasion,"""Ab MFK""",grau,Allrad,Automat,83900,224,Limousine,Benzin,Zuzwil
253.0,JAGUAR,XK,XK8 Convertible,XK8 Convertible,JAGUAR XK8 Convertible,G,1998,2,beige,310 g/km,7,4,12.1 l/100km,3996,Occasion,"""Ab MFK""",grau,Hinterradantrieb,Automat,99800,284,Cabriolet,Benzin,Zuzwil
254.0,CHEVROLET,CORVETTE,CORVETTE,null,CHEVROLET CORVETTE,null,1981,2,rot,null,1,2,null,5730,Occasion,"""Ab MFK""",grau,Hinterradantrieb,Automatik-Getriebe,27700,0,Coupé,Benzin,Zuzwil
255.0,MASERATI,SPYDER GT,Spyder GT,Spyder GT,MASERATI Spyder GT,G,2002,2,beige,430 g/km,6,2,18.6 l/100km,4244,Occasion,"""Ab MFK""",grau,Hinterradantrieb,Automatisiertes Schaltgetriebe,88500,390,Cabriolet,Benzin,Zuzwil
256.0,FERRARI,F360,F360 Spider,F360 Spider,FERRARI F360 Spider,G,2002,2,blau,440 g/km,9,2,19.3 l/100km,3586,Occasion,"""Ab MFK""",grau,Hinterradantrieb,Schaltgetriebe manuell,16600,400,Cabriolet,Benzin,Zuzwil
257.0,RENAULT,R5,R5 1400 Alpine Turbo,R5 1400 Alpine Turbo,RENAULT R5 1400 Alpine Turbo,null,1982,3,beige,null,7,4,null,1397,Oldtimer,"""Ab MFK""",grau,Vorderradantrieb,Schaltgetriebe manuell,124500,108,Kleinwagen,Benzin,Zuzwil
258.0,FERRARI,575M,575M,575M,FERRARI 575M,G,2006,2,schwarz,499 g/km,12,2,21.8 l/100km,5748,Occasion,"""Ab MFK""",grau,Hinterradantrieb,Automatik-Getriebe,15900,517,Coupé,Benzin,Zuzwil
259.0,LANCIA,DELTA,Delta HF Integrale Evo,Delta HF Integrale Evo,LANCIA Delta HF Integrale Evo,null,1992,5,mehrfarbig,null,2,5,null,1994,Occasion,"""Ab MFK""",grau,Allrad,Schaltgetriebe manuell,155000,177,Limousine,Benzin,Zuzwil
26.0,MERCEDES-BENZ,SL 600,SL 600,SL 600,MERCEDES-BENZ SL 600,null,1994,2,grau,null,7,2,null,5984,Occasion,"""Ab MFK""",anthrazit mét.,Hinterradantrieb,Automat,48700,394,Cabriolet,Benzin,Zuzwil
260.0,BENTLEY,ARNAGE,Arnage R,Arnage R,BENTLEY Arnage R,G,2005,4,mehrfarbig,495 g/km,4,5,20.6 l/100km,6761,Occasion,"""Ab MFK""",grau,Hinterradantrieb,Automat,145000,405,Limousine,Benzin,Zuzwil
261.0,MERCEDES-BENZ,CL 500,CL 500,CL 500,MERCEDES-BENZ CL 500,G,2005,2,schwarz,270 g/km,1,4,11.4 l/100km,4966,Neu,"""Ab MFK""",grau,Hinterradantrieb,Automat sequentiell,165,306,Coupé,Benzin,Zuzwil
262.0,MERCEDES-BENZ,E 55 AMG,E 55 AMG Avantgarde,E 55 AMG Avantgarde,MERCEDES-BENZ E 55 AMG Avantgarde,null,1998,4,schwarz,301 g/km,3,5,12.6 l/100km,5439,Occasion,"""Ab MFK""",grau,Hinterradantrieb,Automat,47400,354,Limousine,Benzin,Zuzwil
263.0,PORSCHE,CAYENNE,Cayenne Turbo,Cayenne Turbo,PORSCHE Cayenne Turbo,G,2003,5,beige,378 g/km,6,5,15.7 l/100km,4511,Occasion,"""Ab MFK""",grau,Allrad,Automat sequentiell,68700,450,SUV / Geländewagen,Benzin,Zuzwil
264.0,PORSCHE,CAYENNE,Cayenne Turbo,Cayenne Turbo,PORSCHE Cayenne Turbo,G,2008,5,braun,358 g/km,8,5,14.9 l/100km,4806,Occasion,"""Ab MFK""",grau,Allrad,Automat,28000,500,SUV / Geländewagen,Benzin,Zuzwil
265.0,MERCEDES-BENZ,SL 600,SL 600,SL 600,MERCEDES-BENZ SL 600,G,2004,2,anthrazit,346 g/km,3,2,14.4 l/100km,5513,Occasion,"""Ab MFK""",grau,Hinterradantrieb,Automat,20000,500,Cabriolet,Benzin,Zuzwil
266.0,AUDI,RS6,RS6 Avant 5.0 V10 quattro MTM,RS6 Avant 5.0 V10 quattro MTM,AUDI RS6 Avant 5.0 V10 quattro MTM,G,2008,5,schwarz,333 g/km,9,5,14.0 l/100km,4991,Occasion,"""Ab MFK""",grau,Allrad,Automat,24600,580,Kombi,Benzin,Zuzwil
267.0,AUSTIN-HEALEY,,100/Six BN6 Roadster,100/Six BN6 Roadster,AUSTIN-HEALEY 100/Six BN6 Roadster,null,1959,2,schwarz,null,1,2,null,2912,Oldtimer,"""Ab MFK""",grau,Hinterradantrieb,Schaltgetriebe manuell,16900,130,Cabriolet,Benzin,Safenwil
268.0,RUF,,CTR 2 Sport,CTR 2 Sport,RUF CTR 2 Sport,null,1997,2,schwarz,null,10,2,null,3600,Occasion,null,grau,Allrad,Schaltgetriebe manuell,20900,580,Coupé,Benzin,Zuzwil
269.0,PORSCHE,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,G,2002,2,blau,309 g/km,6,4,12.9 l/100km,3600,Occasion,"""Ab MFK"", ""Tuning""",grau mét.,Allrad,Schaltgetriebe manuell,52900,420,Coupé,Benzin,Zuzwil
27.0,BENTLEY,TURBO,Turbo R,Turbo R,BENTLEY Turbo R,null,1990,4,blau,null,4,5,null,6749,Occasion,"""Ab MFK""",anthrazit mét.,Hinterradantrieb,Automat,112500,320,Limousine,Benzin,Zuzwil
270.0,PORSCHE,911,911 Carrera S Cabrio,911 Carrera S Cabrio,PORSCHE 911 Carrera S Cabrio,G,2006,2,schwarz,280 g/km,3,2,11.6 l/100km,3824,Occasion,"""Ab MFK""",grau mét.,Hinterradantrieb,Schaltgetriebe manuell,29500,355,Cabriolet,Benzin,Zuzwil
271.0,BMW,535,535i Touring,535i Touring,BMW 535i Touring,F,2011,5,beige,179 g/km,7,5,7.7 l/100km,2979,Occasion,"""Ab MFK""",grau mét.,Hinterradantrieb,Automat sequentiell,76500,306,Kombi,Benzin,Zuzwil
